고객ID,평균순수익,평균수량,Accessories,Android,Apparel,Bags,Bottles,Drinkware,Gift Cards,Headgear,Housewares,Lifestyle,Nest,Nest-Canada,Nest-USA,Notebooks & Journals,Office,Waze,Clicked,Not Used,Used,성별,가입기간,총거래량,마지막거래주,일회성구매고객,거주지역
USER_0010,37.166842,1.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.26666666666666666,0.0,0.26666666666666666,0.06666666666666667,0.6666666666666666,남,38,10,30,0,California
USER_0011,26.883247368421053,1.3157894736842106,0.0,0.0,0.24,0.04,0.04,0.04,0.0,0.0,0.0,0.32,0.0,0.0,0.2,0.08,0.04,0.0,0.64,0.32,0.04,남,31,19,36,1,Chicago
USER_0012,75.89503272727273,5.409090909090909,0.0,0.0,0.08403361344537816,0.35294117647058826,0.008403361344537815,0.058823529411764705,0.0,0.0,0.0,0.0,0.025210084033613446,0.0,0.07563025210084033,0.0,0.3949579831932773,0.0,0.14285714285714285,0.01680672268907563,0.8403361344537815,여,39,22,34,0,Chicago
USER_0013,28.8900675,1.90625,0.0,0.0,0.3114754098360656,0.01639344262295082,0.0,0.16393442622950818,0.0,0.0,0.0,0.14754098360655737,0.0,0.0,0.13114754098360656,0.0,0.22950819672131148,0.0,0.36065573770491804,0.39344262295081966,0.2459016393442623,여,10,32,28,0,New Jersey
USER_0014,37.79186363636364,1.5454545454545454,0.0,0.0,0.23529411764705882,0.0,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.11764705882352941,0.0,0.5294117647058824,0.0,0.47058823529411764,여,22,11,38,1,California
USER_0015,68.22426923076922,2.576923076923077,0.07462686567164178,0.0,0.34328358208955223,0.0,0.0,0.19402985074626866,0.0,0.0,0.0,0.0,0.029850746268656716,0.014925373134328358,0.11940298507462686,0.0,0.22388059701492538,0.0,0.8208955223880597,0.029850746268656716,0.14925373134328357,남,8,26,50,1,California
USER_0016,86.17945153846154,9.961538461538462,0.0,0.0,0.10424710424710425,0.19305019305019305,0.0,0.0,0.0,0.003861003861003861,0.0,0.0,0.0,0.0,0.04247104247104247,0.0,0.6563706563706564,0.0,0.915057915057915,0.003861003861003861,0.08108108108108109,여,15,26,33,0,New Jersey
USER_0017,70.65407142857143,1.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,남,43,7,49,1,New York
USER_0018,43.32084404255319,3.595744680851064,0.0,0.0,0.15384615384615385,0.011834319526627219,0.0,0.005917159763313609,0.0,0.01775147928994083,0.0,0.48520710059171596,0.0,0.0,0.09467455621301775,0.21893491124260356,0.011834319526627219,0.0,0.757396449704142,0.1242603550295858,0.11834319526627218,남,29,47,32,0,Chicago
USER_0019,37.44506533333333,5.233333333333333,0.0,0.0,0.03821656050955414,0.29936305732484075,0.0,0.3630573248407643,0.0,0.0,0.0,0.025477707006369428,0.006369426751592357,0.0,0.03821656050955414,0.0,0.22929936305732485,0.0,0.3057324840764331,0.07643312101910828,0.6178343949044586,여,37,30,41,0,California
USER_0020,146.96642,1.5454545454545454,0.0,0.0,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.5294117647058824,0.0,0.058823529411764705,0.0,0.11764705882352941,0.11764705882352941,0.7647058823529411,여,38,11,41,1,California
USER_0021,51.12424923076923,7.769230769230769,0.0,0.0,0.039603960396039604,0.0,0.0,0.019801980198019802,0.0,0.0,0.0,0.039603960396039604,0.0,0.0,0.06930693069306931,0.0,0.8316831683168316,0.0,0.09900990099009901,0.801980198019802,0.09900990099009901,남,50,13,37,1,Chicago
USER_0022,28.873896249999998,1.0625,0.0,0.0,0.5294117647058824,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.23529411764705882,0.0,0.11764705882352941,0.0,0.23529411764705882,0.29411764705882354,0.47058823529411764,남,9,16,27,1,New York
USER_0023,77.60230153846155,13.076923076923077,0.0,0.0,0.01764705882352941,0.11764705882352941,0.0,0.23529411764705882,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.041176470588235294,0.0,0.35294117647058826,0.0,0.6176470588235294,0.011764705882352941,0.37058823529411766,여,37,13,28,0,New York
USER_0024,76.373346,6.65,0.0,0.0,0.09774436090225563,0.015037593984962405,0.0,0.0,0.0,0.03759398496240601,0.0,0.0,0.0,0.0,0.09774436090225563,0.0,0.7518796992481203,0.0,0.17293233082706766,0.7593984962406015,0.06766917293233082,여,43,20,14,1,New Jersey
USER_0025,102.40122545454547,1.2954545454545454,0.0,0.0,0.22807017543859648,0.017543859649122806,0.0,0.017543859649122806,0.0,0.017543859649122806,0.0,0.0,0.05263157894736842,0.0,0.6491228070175439,0.017543859649122806,0.0,0.0,0.5263157894736842,0.17543859649122806,0.2982456140350877,여,14,44,46,0,New Jersey
USER_0026,58.142803862068966,10.241379310344827,0.0,0.0,0.04242424242424243,0.020875420875420877,0.008754208754208754,0.05185185185185185,0.0,0.0026936026936026937,0.0,0.08686868686868687,0.0,0.0,0.032996632996632996,0.06801346801346801,0.6855218855218855,0.0,0.6404040404040404,0.12053872053872054,0.23905723905723905,남,32,145,14,0,California
USER_0027,2.8848,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.6,여,32,3,20,1,Chicago
USER_0028,118.21281777777777,1.4444444444444444,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.2692307692307692,0.0,0.2692307692307692,0.0,0.0,0.038461538461538464,0.6538461538461539,0.19230769230769232,0.15384615384615385,여,50,18,49,0,New Jersey
USER_0029,109.23866545454547,1.4545454545454546,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.25,0.125,0.625,여,39,11,12,1,Chicago
USER_0030,66.66451445544554,7.910891089108911,0.0,0.0,0.06633291614518148,0.0025031289111389237,0.0,0.07884856070087609,0.0,0.0012515644555694619,0.0,0.3304130162703379,0.0037546933667083854,0.0,0.06508135168961202,0.025031289111389236,0.425531914893617,0.0012515644555694619,0.5444305381727159,0.026282853566958697,0.4292866082603254,남,49,101,37,1,Washington DC
USER_0031,138.87546666666665,1.6666666666666667,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.6,남,26,6,50,1,New York
USER_0032,94.84494666666667,2.1666666666666665,0.07692307692307693,0.0,0.0,0.0,0.0,0.34615384615384615,0.0,0.0,0.0,0.0,0.11538461538461539,0.038461538461538464,0.34615384615384615,0.0,0.07692307692307693,0.0,0.5,0.07692307692307693,0.4230769230769231,여,9,12,45,1,California
USER_0033,85.53300354330709,2.188976377952756,0.0035971223021582736,0.0,0.14388489208633093,0.017985611510791366,0.0,0.13309352517985612,0.0,0.02158273381294964,0.0,0.07553956834532374,0.06474820143884892,0.0035971223021582736,0.34532374100719426,0.0,0.1906474820143885,0.0,0.5503597122302158,0.17985611510791366,0.2697841726618705,여,11,127,50,0,California
USER_0034,63.580364,4.056,0.0019723865877712033,0.0,0.07100591715976332,0.17357001972386588,0.021696252465483234,0.03747534516765286,0.0,0.0039447731755424065,0.0,0.2504930966469428,0.009861932938856016,0.0,0.11637080867850098,0.0019723865877712033,0.2938856015779093,0.01775147928994083,0.41025641025641024,0.09072978303747535,0.4990138067061144,여,2,125,43,0,New Jersey
USER_0035,150.28071555555556,6.25,0.0,0.0,0.057777777777777775,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.1688888888888889,0.0,0.7466666666666667,0.0,0.76,0.12,0.12,여,17,36,43,0,New York
USER_0036,85.8171851851852,11.185185185185185,0.11589403973509933,0.0,0.006622516556291391,0.17880794701986755,0.0,0.11258278145695365,0.0,0.0,0.0,0.17218543046357615,0.009933774834437087,0.0,0.029801324503311258,0.0,0.3741721854304636,0.0,0.347682119205298,0.15894039735099338,0.49337748344370863,남,14,27,47,0,Chicago
USER_0037,95.886075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,여,10,2,48,1,California
USER_0038,21.92389365853659,1.2195121951219512,0.0,0.0,0.48,0.0,0.0,0.1,0.0,0.02,0.0,0.06,0.0,0.0,0.14,0.04,0.1,0.06,0.52,0.08,0.4,남,22,41,31,1,California
USER_0039,144.55782391304348,16.456521739130434,0.0,0.0,0.046235138705416116,0.009247027741083224,0.0,0.017173051519154558,0.0,0.618229854689564,0.0,0.13474240422721268,0.0,0.0,0.017173051519154558,0.021136063408190225,0.13606340819022458,0.0,0.19815059445178335,0.07397622192866579,0.7278731836195509,여,49,46,30,0,California
USER_0040,57.86357285714286,1.9285714285714286,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.0,0.2962962962962963,0.0,0.2962962962962963,0.0,0.8518518518518519,0.07407407407407407,0.07407407407407407,여,39,14,28,1,New York
USER_0041,34.73572168421053,4.505263157894737,0.0,0.0,0.08177570093457943,0.035046728971962614,0.02570093457943925,0.14018691588785046,0.002336448598130841,0.0,0.004672897196261682,0.04205607476635514,0.0,0.0,0.04439252336448598,0.12850467289719625,0.4953271028037383,0.0,0.5397196261682243,0.10514018691588785,0.35514018691588783,남,44,95,31,1,California
USER_0042,32.843233846153844,3.5384615384615383,0.0,0.0,0.5,0.34782608695652173,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.0,0.8043478260869565,0.10869565217391304,0.08695652173913043,남,2,13,30,1,California
USER_0043,44.605397209302325,1.4186046511627908,0.0,0.0,0.3442622950819672,0.04918032786885246,0.0,0.06557377049180328,0.0,0.01639344262295082,0.04918032786885246,0.08196721311475409,0.01639344262295082,0.0,0.32786885245901637,0.01639344262295082,0.03278688524590164,0.0,0.4098360655737705,0.18032786885245902,0.4098360655737705,여,26,43,34,1,New York
USER_0044,46.21349,1.2857142857142858,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,여,28,7,28,0,California
USER_0045,5.15452,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,여,46,5,32,1,Washington DC
USER_0046,45.17579825,3.7875,0.0,0.0,0.10231023102310231,0.04785478547854786,0.0016501650165016502,0.15676567656765678,0.0,0.00825082508250825,0.036303630363036306,0.35148514851485146,0.0,0.0016501650165016502,0.09405940594059406,0.0462046204620462,0.15346534653465346,0.0,0.5841584158415841,0.17986798679867988,0.23597359735973597,남,8,160,46,0,Chicago
USER_0047,125.23383516129032,3.774193548387097,0.0,0.0,0.05982905982905983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.20512820512820512,0.0,0.6495726495726496,0.008547008547008548,0.7264957264957265,0.07692307692307693,0.19658119658119658,여,23,31,50,1,California
USER_0048,4.3985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,여,36,1,29,1,Chicago
USER_0049,30.005598620689657,7.448275862068965,0.0,0.0,0.05555555555555555,0.009259259259259259,0.0,0.41203703703703703,0.0,0.013888888888888888,0.0,0.11574074074074074,0.009259259259259259,0.0,0.013888888888888888,0.0,0.37037037037037035,0.0,0.7777777777777778,0.023148148148148147,0.19907407407407407,여,25,29,37,1,California
USER_0050,60.46923625000001,5.9375,0.0,0.0,0.9789473684210527,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.8631578947368421,0.06315789473684211,0.07368421052631578,여,28,16,27,1,New York
USER_0051,42.226891428571435,4.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.07142857142857142,0.75,0.07142857142857142,0.0,0.0,0.10714285714285714,0.8928571428571429,여,35,7,33,1,Chicago
USER_0052,21.046815000000002,1.4375,0.0,0.0,0.5217391304347826,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.17391304347826086,0.13043478260869565,0.0,0.0,0.34782608695652173,0.08695652173913043,0.5652173913043478,여,20,16,32,1,Washington DC
USER_0053,121.06038000000001,42.4,0.0047169811320754715,0.0,0.0047169811320754715,0.14150943396226415,0.0,0.0,0.0,0.0,0.0,0.8490566037735849,0.0,0.0,0.0,0.0,0.0,0.0,0.7594339622641509,0.0047169811320754715,0.2358490566037736,여,25,10,37,1,Chicago
USER_0054,112.5198,3.096774193548387,0.0,0.0,0.010416666666666666,0.010416666666666666,0.0,0.052083333333333336,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.3020833333333333,0.0,0.5729166666666666,0.0,0.34375,0.09375,0.5625,여,43,31,47,1,New York
USER_0055,69.83273846153847,6.615384615384615,0.0,0.0,0.023255813953488372,0.011627906976744186,0.0,0.19767441860465115,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.05813953488372093,0.09302325581395349,0.6046511627906976,0.0,0.3488372093023256,0.6046511627906976,0.046511627906976744,남,29,13,30,1,California
USER_0056,80.14926181818183,2.5989304812834226,0.0,0.0,0.11728395061728394,0.024691358024691357,0.00205761316872428,0.09259259259259259,0.0,0.00205761316872428,0.0411522633744856,0.07818930041152264,0.04938271604938271,0.0,0.19958847736625515,0.0,0.3868312757201646,0.006172839506172839,0.5082304526748971,0.12962962962962962,0.36213991769547327,남,13,187,44,0,Chicago
USER_0057,47.313058125000005,4.84375,0.0,0.0,0.08709677419354839,0.1967741935483871,0.0,0.13548387096774195,0.0,0.0032258064516129032,0.0,0.11612903225806452,0.012903225806451613,0.0,0.05806451612903226,0.01935483870967742,0.3709677419354839,0.0,0.6580645161290323,0.13870967741935483,0.2032258064516129,여,25,64,49,0,Chicago
USER_0058,121.32812000000001,1.7,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.17647058823529413,0.5294117647058824,0.0,0.0,0.0,0.47058823529411764,0.17647058823529413,0.35294117647058826,남,41,10,25,1,Chicago
USER_0059,26.169384615384615,2.3333333333333335,0.0,0.0,0.14285714285714285,0.01098901098901099,0.01098901098901099,0.04395604395604396,0.02197802197802198,0.0,0.054945054945054944,0.24175824175824176,0.03296703296703297,0.0,0.03296703296703297,0.03296703296703297,0.37362637362637363,0.0,0.38461538461538464,0.24175824175824176,0.37362637362637363,여,8,39,42,0,Chicago
USER_0060,16.954684444444446,1.1111111111111112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.6,남,50,9,32,0,New York
USER_0061,102.2964,6.181818181818182,0.0,0.0,0.0,0.0,0.0,0.11029411764705882,0.0,0.0,0.0,0.3088235294117647,0.014705882352941176,0.0,0.125,0.0,0.4411764705882353,0.0,0.40441176470588236,0.029411764705882353,0.5661764705882353,여,25,22,49,0,California
USER_0062,62.418182465753425,3.5547945205479454,0.0019267822736030828,0.0,0.14258188824662812,0.005780346820809248,0.0,0.06936416184971098,0.0,0.005780346820809248,0.0,0.04816955684007707,0.02697495183044316,0.0,0.10982658959537572,0.0,0.5876685934489403,0.0019267822736030828,0.4142581888246628,0.35452793834296725,0.23121387283236994,여,23,146,50,0,Washington DC
USER_0063,94.74556363636363,17.272727272727273,0.2631578947368421,0.0,0.07894736842105263,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.005263157894736842,0.0,0.021052631578947368,0.0,0.47368421052631576,0.05263157894736842,0.47368421052631576,0.0,0.5263157894736842,여,48,11,45,1,California
USER_0064,64.26367850746269,14.567164179104477,0.0,0.0010245901639344263,0.03278688524590164,0.11577868852459017,0.0,0.031762295081967214,0.0,0.0,0.0,0.0,0.0,0.006147540983606557,0.020491803278688523,0.0,0.7920081967213115,0.0,0.9129098360655737,0.00819672131147541,0.07889344262295082,여,10,67,23,1,New Jersey
USER_0065,55.06212421052632,1.5263157894736843,0.0,0.0,0.2672413793103448,0.02586206896551724,0.034482758620689655,0.10344827586206896,0.0,0.0,0.0,0.017241379310344827,0.04310344827586207,0.0,0.3793103448275862,0.0,0.09482758620689655,0.034482758620689655,0.43103448275862066,0.16379310344827586,0.4051724137931034,여,8,76,44,0,Chicago
USER_0066,31.154722380952382,3.6904761904761907,0.0,0.0,0.16129032258064516,0.05161290322580645,0.0,0.4967741935483871,0.0,0.0064516129032258064,0.01935483870967742,0.0064516129032258064,0.0,0.0,0.06451612903225806,0.16774193548387098,0.025806451612903226,0.0,0.3741935483870968,0.21935483870967742,0.4064516129032258,남,33,42,30,0,Chicago
USER_0067,36.42517555555556,2.9027777777777777,0.0,0.0,0.15789473684210525,0.2966507177033493,0.009569377990430622,0.24880382775119617,0.0,0.023923444976076555,0.0,0.03349282296650718,0.0,0.0,0.09090909090909091,0.0861244019138756,0.05263157894736842,0.0,0.44976076555023925,0.08133971291866028,0.4688995215311005,여,4,72,29,0,New Jersey
USER_0068,10.2418,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,남,3,1,9,1,California
USER_0069,139.65862153846155,6.076923076923077,0.0,0.0,0.27848101265822783,0.012658227848101266,0.0,0.25316455696202533,0.0,0.0,0.0,0.0,0.06962025316455696,0.0,0.05063291139240506,0.0,0.33544303797468356,0.0,0.8481012658227848,0.0379746835443038,0.11392405063291139,여,25,26,43,1,California
USER_0070,45.690108333333335,10.916666666666666,0.0,0.0,0.030534351145038167,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.03816793893129771,0.007633587786259542,0.0,0.0,0.0,0.916030534351145,0.0,0.061068702290076333,0.015267175572519083,0.9236641221374046,여,13,12,39,1,California
USER_0071,35.71100333333334,1.0666666666666667,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.1875,0.0,0.125,0.0,0.3125,0.0625,0.625,남,39,15,50,0,New York
USER_0072,45.47119555555556,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.5555555555555556,여,10,9,32,1,California
USER_0073,79.31193333333334,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,여,37,3,15,1,New York
USER_0074,12.7405625,1.1875,0.0,0.0,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.15789473684210525,0.0,0.42105263157894735,0.42105263157894735,0.15789473684210525,여,3,16,43,1,Chicago
USER_0075,51.130281818181814,3.5454545454545454,0.0,0.0,0.3076923076923077,0.07692307692307693,0.017094017094017096,0.10256410256410256,0.0,0.0,0.017094017094017096,0.0,0.0,0.0,0.06837606837606838,0.0,0.41025641025641024,0.0,0.6324786324786325,0.02564102564102564,0.3418803418803419,남,44,33,25,0,California
USER_0076,80.09962689655173,3.206896551724138,0.0,0.0,0.07526881720430108,0.0,0.0,0.489247311827957,0.0,0.0,0.0,0.08064516129032258,0.043010752688172046,0.0,0.1881720430107527,0.0,0.11827956989247312,0.005376344086021506,0.26344086021505375,0.07526881720430108,0.6612903225806451,남,26,58,50,0,New Jersey
USER_0077,54.386487611940304,8.686567164179104,0.0,0.0,0.044673539518900345,0.024054982817869417,0.001718213058419244,0.3865979381443299,0.0,0.003436426116838488,0.0,0.18900343642611683,0.010309278350515464,0.0,0.02577319587628866,0.03608247422680412,0.27835051546391754,0.0,0.5945017182130584,0.22508591065292097,0.18041237113402062,여,30,67,48,0,California
USER_0078,43.53745706666667,1.6666666666666667,0.008,0.0,0.328,0.04,0.024,0.224,0.0,0.0,0.0,0.024,0.08,0.0,0.168,0.0,0.096,0.008,0.488,0.176,0.336,여,13,75,44,0,California
USER_0079,16.3959,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,남,48,2,33,1,New York
USER_0080,123.11808625,4.8125,0.0,0.0,0.06493506493506493,0.012987012987012988,0.0,0.012987012987012988,0.0,0.012987012987012988,0.0,0.0,0.05194805194805195,0.0,0.19480519480519481,0.0,0.6493506493506493,0.0,0.2597402597402597,0.07792207792207792,0.6623376623376623,여,50,16,45,1,New Jersey
USER_0081,55.66668942307692,4.134615384615385,0.0,0.004651162790697674,0.037209302325581395,0.004651162790697674,0.0,0.14883720930232558,0.0,0.037209302325581395,0.0,0.06511627906976744,0.0,0.004651162790697674,0.11162790697674418,0.0,0.586046511627907,0.0,0.5441860465116279,0.07906976744186046,0.3767441860465116,남,28,52,25,0,New York
USER_0082,-0.15499000000000018,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,남,33,2,15,1,Chicago
USER_0083,212.32216444444444,28.333333333333332,0.0,0.0,0.01568627450980392,0.13725490196078433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.788235294117647,0.0,0.8313725490196079,0.00392156862745098,0.16470588235294117,남,44,9,31,1,New York
USER_0084,37.628223137254906,3.3137254901960786,0.0,0.0,0.1893491124260355,0.005917159763313609,0.011834319526627219,0.15976331360946747,0.0,0.0,0.0,0.011834319526627219,0.011834319526627219,0.0,0.08284023668639054,0.029585798816568046,0.48520710059171596,0.011834319526627219,0.28994082840236685,0.5443786982248521,0.16568047337278108,남,21,51,39,0,New York
USER_0085,64.66020484848485,4.393939393939394,0.0,0.0,0.11724137931034483,0.0,0.0,0.04827586206896552,0.0,0.006896551724137931,0.0,0.0,0.013793103448275862,0.0,0.06206896551724138,0.0,0.7103448275862069,0.041379310344827586,0.7517241379310344,0.08275862068965517,0.16551724137931034,남,21,33,50,0,Chicago
USER_0086,127.43136,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.4,남,14,5,39,1,Chicago
USER_0087,6.033149999999999,4.25,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.4117647058823529,0.23529411764705882,0.35294117647058826,여,10,4,37,0,Chicago
USER_0088,8.31603,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,남,13,2,23,1,California
USER_0089,69.37005432432433,2.891891891891892,0.037383177570093455,0.0,0.18691588785046728,0.028037383177570093,0.0,0.0,0.0,0.0,0.0,0.018691588785046728,0.03271028037383177,0.0,0.13551401869158877,0.0,0.5560747663551402,0.004672897196261682,0.4392523364485981,0.27102803738317754,0.2897196261682243,여,32,74,47,0,California
USER_0090,16.134912000000003,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.2,0.4,여,43,10,34,1,California
USER_0091,55.97882347826087,1.5217391304347827,0.0,0.0,0.2,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.08571428571428572,0.0,0.22857142857142856,0.0,0.4,0.0,0.45714285714285713,0.2857142857142857,0.2571428571428571,남,4,23,36,1,California
